id,name,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,iata_code,,,,,,,,,,,,,,,,,
1941,Vancouver International Airport,49.193901,-123.183998,14,CA,CA-BC,YVR,,,,,,,,,,,,,,,,,
1942,Buffalo Narrows Airport,55.84189987,-108.4179993,1423,CA,CA-SK,YVT,,,,,,,,,,,,,,,,,
1943,Wiarton Airport,44.7458,-81.107201,729,CA,CA-ON,YVV,,,,,,,,,,,,,,,,,
1944,Deer Lake Airport,52.655613,-94.061208,1092,CA,CA-ON,YVZ,,,,,,,,,,,,,,,,,
1945,Petawawa Heliport,45.952202,-77.319199,427,CA,CA-ON,YWA,,,,,,,,,,,,,,,,,
954,Wekweètì Airport,64.190804,-114.077002,1208,CA,CA-NT,YFJ,,,,,,,,,,,,,,,,,
1946,Winnipeg / James Armstrong Richardson International Airport,49.90999985,-97.23989868,783,CA,CA-MB,YWG,,,,,,,,,,,,,,,,,
1947,Victoria Harbour Seaplane Base,48.423782,-123.37198,,CA,CA-BC,YWH,,,,,,,,,,,,,,,,,
1948,Déline Airport,65.211098,-123.435997,703,CA,CA-NT,YWJ,,,,,,,,,,,,,,,,,
1949,Wabush Airport,52.9219017,-66.86440277,1808,CA,CA-NL,YWK,,,,,,,,,,,,,,,,,
1950,Williams Lake Airport,52.18310165,-122.0540009,3085,CA,CA-BC,YWL,,,,,,,,,,,,,,,,,
1952,Webequie Airport,52.959393,-87.374868,685,CA,CA-ON,YWP,,,,,,,,,,,,,,,,,
1954,Wrigley Airport,63.20940018,-123.4369965,489,CA,CA-NT,YWY,,,,,,,,,,,,,,,,,
1955,Cranbrook/Canadian Rockies International Airport,49.610802,-115.781998,3082,CA,CA-BC,YXC,,,,,,,,,,,,,,,,,
1957,Saskatoon John G. Diefenbaker International Airport,52.170723,-106.700793,1653,CA,CA-SK,YXE,,,,,,,,,,,,,,,,,
1958,Medicine Hat Regional Airport,50.018902,-110.721001,2352,CA,CA-AB,YXH,,,,,,,,,,,,,,,,,
1959,Fort St John / North Peace Regional Airport,56.238098,-120.739998,2280,CA,CA-BC,YXJ,,,,,,,,,,,,,,,,,
1960,Rimouski Airport,48.477644,-68.496323,82,CA,CA-QC,YXK,,,,,,,,,,,,,,,,,
1961,Sioux Lookout Airport,50.11389923,-91.90529633,1258,CA,CA-ON,YXL,,,,,,,,,,,,,,,,,
1962,Whale Cove Airport,62.240002,-92.598099,40,CA,CA-NU,YXN,,,,,,,,,,,,,,,,,
1963,Pangnirtung Airport,66.144878,-65.713606,75,CA,CA-NU,YXP,,,,,,,,,,,,,,,,,
1964,Beaver Creek Airport,62.41030121,-140.8670044,2131,CA,CA-YT,YXQ,,,,,,,,,,,,,,,,,
1965,Earlton (Timiskaming Regional) Airport,47.69740065,-79.84734535,800,CA,CA-ON,YXR,,,,,,,,,,,,,,,,,
1966,Prince George (International) Airport,53.884311,-122.666554,2267,CA,CA-BC,YXS,,,,,,,,,,,,,,,,,
1967,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,713,CA,CA-BC,YXT,,,,,,,,,,,,,,,,,
1968,London International Airport,43.032845,-81.149003,912,CA,CA-ON,YXU,,,,,,,,,,,,,,,,,
1969,Abbotsford International Airport,49.025299,-122.361,195,CA,CA-BC,YXX,,,,,,,,,,,,,,,,,
1970,Whitehorse / Erik Nielsen International Airport,60.708533,-135.065705,2317,CA,CA-YT,YXY,,,,,,,,,,,,,,,,,
1971,Wawa Airport,47.96670151,-84.78669739,942,CA,CA-ON,YXZ,,,,,,,,,,,,,,,,,
1972,North Bay Jack Garland Airport,46.363602,-79.422798,1215,CA,CA-ON,YYB,,,,,,,,,,,,,,,,,
1973,Calgary International Airport,51.118822,-114.009933,3557,CA,CA-AB,YYC,,,,,,,,,,,,,,,,,
1974,Smithers Airport,54.8246994,-127.1829987,1712,CA,CA-BC,YYD,,,,,,,,,,,,,,,,,
1975,Fort Nelson Airport,58.83639908,-122.5970001,1253,CA,CA-BC,YYE,,,,,,,,,,,,,,,,,
1976,Penticton Airport,49.46310043,-119.6019974,1129,CA,CA-BC,YYF,,,,,,,,,,,,,,,,,
1977,Charlottetown Airport,46.288911,-63.125174,160,CA,CA-PE,YYG,,,,,,,,,,,,,,,,,
1978,Taloyoak Airport,69.5467,-93.576698,92,CA,CA-NU,YYH,,,,,,,,,,,,,,,,,
1979,Victoria International Airport,48.647201,-123.427792,63,CA,CA-BC,YYJ,,,,,,,,,,,,,,,,,
1980,Lynn Lake Airport,56.86389923,-101.0759964,1170,CA,CA-MB,YYL,,,,,,,,,,,,,,,,,
1981,Cowley Airport,49.63639832,-114.0940018,3876,CA,CA-AB,YYM,,,,,,,,,,,,,,,,,
1982,Swift Current Airport,50.29190063,-107.6910019,2680,CA,CA-SK,YYN,,,,,,,,,,,,,,,,,
1984,Churchill Airport,58.73920059,-94.06500244,94,CA,CA-MB,YYQ,,,,,,,,,,,,,,,,,
1985,Goose Bay Airport,53.31919861,-60.42580032,160,CA,CA-NL,YYR,,,,,,,,,,,,,,,,,
1986,St. John's International Airport,47.618599,-52.7519,461,CA,CA-NL,YYT,,,,,,,,,,,,,,,,,
1987,Kapuskasing Airport,49.411587,-82.469645,743,CA,CA-ON,YYU,,,,,,,,,,,,,,,,,
1988,Armstrong Airport,50.29029846,-88.90969849,1058,CA,CA-ON,YYW,,,,,,,,,,,,,,,,,
1989,Mont Joli Airport,48.60860062,-68.20809937,172,CA,CA-QC,YYY,,,,,,,,,,,,,,,,,
1990,Toronto Pearson International Airport,43.675935,-79.629421,569,CA,CA-ON,YYZ,,,,,,,,,,,,,,,,,
1992,Gore Bay Manitoulin Airport,45.8853,-82.567802,623,CA,CA-ON,YZE,,,,,,,,,,,,,,,,,
1993,Yellowknife International Airport,62.462799,-114.440002,675,CA,CA-NT,YZF,,,,,,,,,,,,,,,,,
1994,Salluit Airport,62.179401,-75.667198,743,CA,CA-QC,YZG,,,,,,,,,,,,,,,,,
1995,Slave Lake Airport,55.292945,-114.777276,1912,CA,CA-AB,YZH,,,,,,,,,,,,,,,,,
1996,Sandspit Airport,53.25429916,-131.8139954,21,CA,CA-BC,YZP,,,,,,,,,,,,,,,,,
1997,Chris Hadfield Airport,42.999401,-82.308899,594,CA,CA-ON,YZR,,,,,,,,,,,,,,,,,
1998,Coral Harbour Airport,64.19329834,-83.35939789,210,CA,CA-NU,YZS,,,,,,,,,,,,,,,,,
1999,Port Hardy Airport,50.68059921,-127.3669968,71,CA,CA-BC,YZT,,,,,,,,,,,,,,,,,
2000,Whitecourt Airport,54.143902,-115.787003,2567,CA,CA-AB,YZU,,,,,,,,,,,,,,,,,
2001,Sept-Îles Airport,50.22330093,-66.26560211,180,CA,CA-QC,YZV,,,,,,,,,,,,,,,,,
2002,Teslin Airport,60.17279816,-132.7429962,2313,CA,CA-YT,YZW,,,,,,,,,,,,,,,,,
2003,CFB Greenwood,44.9844017,-64.91690063,92,CA,CA-NS,YZX,,,,,,,,,,,,,,,,,
2005,York Landing Airport,56.089401,-96.089203,621,CA,CA-MB,ZAC,,,,,,,,,,,,,,,,,
2006,Shuswap Regional Airport,50.682802,-119.228996,1751,CA,CA-BC,YSN,,,,,,,,,,,,,,,,,
2008,Boundary Bay Airport,49.074338,-123.006877,6,CA,CA-BC,YDT,,,,,,,,,,,,,,,,,
2009,Ilford Airport,56.051622,-95.61882,642,CA,CA-MB,ILF,,,,,,,,,,,,,,,,,
2010,Bathurst Airport,47.6297,-65.738899,193,CA,CA-NB,ZBF,,,,,,,,,,,,,,,,,
2011,Bromont (Roland Désourdy) Airport,45.290798,-72.741402,375,CA,CA-QC,ZBM,,,,,,,,,,,,,,,,,
2012,Kelsey Airport,56.03749847,-96.50969696,600,CA,CA-MB,KES,,,,,,,,,,,,,,,,,
2013,Eastmain River Airport,52.226398,-78.522499,24,CA,CA-QC,ZEM,,,,,,,,,,,,,,,,,
2014,Faro Airport,62.20750046,-133.3760071,2351,CA,CA-YT,ZFA,,,,,,,,,,,,,,,,,
2015,Fond-du-Lac Airport,59.3344,-107.181999,814,CA,CA-SK,ZFD,,,,,,,,,,,,,,,,,
2016,Pukatawagan Airport,55.749199,-101.265999,958,CA,CA-MB,XPK,,,,,,,,,,,,,,,,,
2017,Fort Mcpherson Airport,67.406993,-134.860182,116,CA,CA-NT,ZFM,,,,,,,,,,,,,,,,,
2018,Tulita Airport,64.909496,-125.570297,332,CA,CA-NT,ZFN,,,,,,,,,,,,,,,,,
2019,Grand Forks Airport,49.015598,-118.431,1720,CA,CA-BC,ZGF,,,,,,,,,,,,,,,,,
2020,Gods River Airport,54.839699,-94.078598,627,CA,CA-MB,ZGI,,,,,,,,,,,,,,,,,
2021,Little Grand Rapids Airport,52.045417,-95.46617,1005,CA,CA-MB,ZGR,,,,,,,,,,,,,,,,,
2022,High Prairie Airport,55.3936,-116.474998,1974,CA,CA-AB,ZHP,,,,,,,,,,,,,,,,,
308731,Corazón de Jesús Airport,9.44686,-78.575678,8,PA,PA-GY,CZJ,,,,,,,,,,,,,,,,,
2023,Jenpeg Airport,54.51890182,-98.0460968,729,CA,CA-MB,ZJG,,,,,,,,,,,,,,,,,
2024,Swan River Airport,52.120602,-101.236,1100,CA,CA-MB,ZJN,,,,,,,,,,,,,,,,,
2025,Kashechewan Airport,52.282501,-81.677803,35,CA,CA-ON,ZKE,,,,,,,,,,,,,,,,,
2026,Thicket Portage Airport,55.31890106,-97.70780182,678,CA,CA-MB,YTD,,,,,,,,,,,,,,,,,
2027,Muskrat Dam Airport,53.441399,-91.762802,911,CA,CA-ON,MSA,,,,,,,,,,,,,,,,,
2028,South Cariboo Region / 108 Mile Airport,51.73609924,-121.3330002,3126,CA,CA-BC,ZMH,,,,,,,,,,,,,,,,,
2029,Pikwitonei Airport,55.58890152,-97.16419983,630,CA,CA-MB,PIW,,,,,,,,,,,,,,,,,
2030,Masset Airport,54.0275,-132.125,25,CA,CA-BC,ZMT,,,,,,,,,,,,,,,,,
17060,Chisana Airport,62.071201,-142.048004,3318,US,US-AK,CZN,,,,,,,,,,,,,,,,,
2031,Poplar River Airport,52.996526,-97.274194,728,CA,CA-MB,XPP,,,,,,,,,,,,,,,,,
17061,Chistochina Airport,62.56349945,-144.6690063,1850,US,US-AK,CZO,,,,,,,,,,,,,,,,,
2033,Sachigo Lake Airport,53.890885,-92.195935,876,CA,CA-ON,ZPB,,,,,,,,,,,,,,,,,
2034,Pincher Creek Airport,49.520429,-113.997002,3903,CA,CA-AB,WPC,,,,,,,,,,,,,,,,,
2035,Pinehouse Lake Airport,55.52809906,-106.5820007,1278,CA,CA-SK,ZPO,,,,,,,,,,,,,,,,,
2036,Round Lake (Weagamow Lake) Airport,52.9436,-91.312798,974,CA,CA-ON,ZRJ,,,,,,,,,,,,,,,,,
2037,Sandy Lake Airport,53.06420135,-93.3443985,951,CA,CA-ON,ZSJ,,,,,,,,,,,,,,,,,
2038,South Indian Lake Airport,56.792801,-98.907204,951,CA,CA-MB,XSI,,,,,,,,,,,,,,,,,
2039,Stewart Airport,55.93541045,-129.9824345,24,CA,CA-BC,ZST,,,,,,,,,,,,,,,,,
28386,Prince Rupert/Seal Cove Seaplane Base,54.333302,-130.283005,,CA,CA-BC,ZSW,,,,,,,,,,,,,,,,,
2040,Bloodvein River Airport,51.784568,-96.692305,721,CA,CA-MB,YDV,,,,,,,,,,,,,,,,,
2041,Shamattawa Airport,55.86356,-92.081137,289,CA,CA-MB,ZTM,,,,,,,,,,,,,,,,,
2042,Ignace Municipal Airport,49.428204,-91.720418,1435,CA,CA-ON,ZUC,,,,,,,,,,,,,,,,,
2043,Churchill Falls Airport,53.56190109,-64.10639954,1442,CA,CA-NL,ZUM,,,,,,,,,,,,,,,,,
2045,Lac Brochet Airport,58.614279,-101.468954,1211,CA,CA-MB,XLB,,,,,,,,,,,,,,,,,
2046,Wollaston Lake Airport,58.106899,-103.171997,1360,CA,CA-SK,ZWL,,,,,,,,,,,,,,,,,
19598,Canandaigua Airport,42.908902,-77.325226,814,US,US-NY,IUA,,,,,,,,,,,,,,,,,
17080,Delta Junction Airport,64.049861,-145.722656,1150,US,US-AK,DJN,,,,,,,,,,,,,,,,,
2149,Mostaganem Airport,35.90518,0.144539,732,DZ,DZ-27,MQV,,,,,,,,,,,,,,,,,
2048,Bou Saada Airport,35.3325,4.20639,1506,DZ,DZ-28,BUJ,,,,,,,,,,,,,,,,,
2049,Soummam–Abane Ramdane Airport,36.712547,5.069909,20,DZ,DZ-06,BJA,,,,,,,,,,,,,,,,,
2050,Houari Boumediene Airport,36.693886,3.214531,82,DZ,DZ-16,ALG,,,,,,,,,,,,,,,,,
2051,Tiska Djanet Airport,24.285448,9.463652,3176,DZ,DZ-56,DJG,,,,,,,,,,,,,,,,,
2054,Illizi Takhamalt Airport,26.723499,8.62265,1778,DZ,DZ-33,VVZ,,,,,,,,,,,,,,,,,
32193,Ain Arnat Airport,36.178488,5.329909,3360,DZ,DZ-19,QSF,,,,,,,,,,,,,,,,,
2056,Aguenar �?Hadj Bey Akhamok Airport,22.810992,5.450832,4518,DZ,DZ-11,TMR,,,,,,,,,,,,,,,,,
2057,Jijel Ferhat Abbas Airport,36.794125,5.873652,36,DZ,DZ-18,GJL,,,,,,,,,,,,,,,,,
2058,Mecheria Airport,33.53590012,-0.242353007,3855,DZ,DZ-45,MZW,,,,,,,,,,,,,,,,,
2060,Annaba Rabah Bitat Airport,36.826781,7.81334,16,DZ,DZ-23,AAE,,,,,,,,,,,,,,,,,
2061,Mohamed Boudiaf International Airport,36.276001,6.62039,2265,DZ,DZ-25,CZL,,,,,,,,,,,,,,,,,
2062,Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,2661,DZ,DZ-12,TEE,,,,,,,,,,,,,,,,,
2063,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,2697,DZ,DZ-05,BLJ,,,,,,,,,,,,,,,,,
310096,Daup Airport,-4.7403,145.9515,280,PG,PG-MPM,DAF,,,,,,,,,,,,,,,,,
2064,Hassi R'Mel Airport,32.930401,3.31154,2540,DZ,DZ-03,HRM,,,,,,,,,,,,,,,,,
340201,Dathina Airport,13.866884,46.133473,-2,YE,YE-AB,DAH,,,,,,,,,,,,,,,,,
302093,Dabo Airport,-8.431944444,147.8430556,118,PG,PG-NPP,DAO,,,,,,,,,,,,,,,,,
2065,Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,3245,DZ,DZ-14,TID,,,,,,,,,,,,,,,,,
2067,Tindouf Airport,27.7003994,-8.167099953,1453,DZ,DZ-37,TIN,,,,,,,,,,,,,,,,,
2068,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114,463,DZ,DZ-02,CFK,,,,,,,,,,,,,,,,,
2069,Oran Tafraoui Airport,35.5424,-0.532278,367,DZ,DZ-31,TAF,,,,,,,,,,,,,,,,,
2070,Zenata �?Messali El Hadj Airport,35.012732,-1.457117,814,DZ,DZ-13,TLM,,,,,,,,,,,,,,,,,
2071,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486,295,DZ,DZ-31,ORN,,,,,,,,,,,,,,,,,
2072,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,2661,DZ,DZ-08,CBH,,,,,,,,,,,,,,,,,
2073,Sidi Bel Abbes Airport,35.17179871,-0.593275011,1614,DZ,DZ-22,BFW,,,,,,,,,,,,,,,,,
2074,Ghriss Airport,35.207699,0.147142,1686,DZ,DZ-29,MUW,,,,,,,,,,,,,,,,,
300333,El Bayadh Airport,33.721667,1.0925,4493,DZ,DZ-32,EBH,,,,,,,,,,,,,,,,,
31678,In Guezzam Airport,19.560518,5.749326,1312,DZ,DZ-58,INF,,,,,,,,,,,,,,,,,
30777,Bordj Badji Mokhtar Airport,21.3778,0.92698,1303,DZ,DZ-52,BMW,,,,,,,,,,,,,,,,,
2075,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,919,DZ,DZ-01,AZR,,,,,,,,,,,,,,,,,
2076,Biskra - Mohamed Khider Airport,34.79318,5.738899,289,DZ,DZ-07,BSK,,,,,,,,,,,,,,,,,
2077,El Golea Airport,30.580732,2.861595,1306,DZ,DZ-50,ELG,,,,,,,,,,,,,,,,,
2078,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,1512,DZ,DZ-47,GHA,,,,,,,,,,,,,,,,,
2079,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,463,DZ,DZ-30,HME,,,,,,,,,,,,,,,,,
2080,In Salah Airport,27.250999,2.51202,896,DZ,DZ-57,INZ,,,,,,,,,,,,,,,,,
2081,Touggourt Sidi Madhi Airport,33.067799,6.08867,279,DZ,DZ-55,TGR,,,,,,,,,,,,,,,,,
2082,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,2510,DZ,DZ-03,LOO,,,,,,,,,,,,,,,,,
2083,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,203,DZ,DZ-39,ELU,,,,,,,,,,,,,,,,,
2084,Timimoun Airport,29.237101,0.276033,1027,DZ,DZ-54,TMX,,,,,,,,,,,,,,,,,
2085,Ain Beida Airport,31.9172,5.41278,492,DZ,DZ-30,OGX,,,,,,,,,,,,,,,,,
2086,Zarzaitine - In Aménas Airport,28.0515,9.64291,1847,DZ,DZ-33,IAM,,,,,,,,,,,,,,,,,
2087,Cotonou Cadjehoun International Airport,6.35723,2.38435,19,BJ,BJ-AQ,COO,,,,,,,,,,,,,,,,,
302113,Djougou Airport,9.692083333,1.637777778,1480,BJ,BJ-DO,DJA,,,,,,,,,,,,,,,,,
31734,Kandi Airport,11.14479,2.940381,951,BJ,BJ-AL,KDC,,,,,,,,,,,,,,,,,
32001,Natitingou Airport,10.376965,1.360507,1512,BJ,BJ-AK,NAE,,,,,,,,,,,,,,,,,
32162,Parakou Airport,9.357689857,2.609679937,1266,BJ,BJ-BO,PKO,,,,,,,,,,,,,,,,,
35350,Savé Airport,8.018170357,2.464580059,597,BJ,BJ-CO,SVF,,,,,,,,,,,,,,,,,
315621,Dutch Bay SPB,8.273,79.756,0,LK,LK-6,DBK,,,,,,,,,,,,,,,,,
312783,Dambulu Oya Tank Seaplane Base,7.8604,80.6304,535,LK,LK-2,DBU,,,,,,,,,,,,,,,,,
17113,Dahl Creek Airport,66.943298,-156.904999,260,US,US-AK,DCK,,,,,,,,,,,,,,,,,
302106,Dodoima Airport,-8.177361111,147.8094444,75,PG,PG-NPP,DDM,,,,,,,,,,,,,,,,,
336115,Deqing Moganshan Airport,30.504264,120.107388,,CN,CN-33,DEQ,,,,,,,,,,,,,,,,,
315622,Nop Goliat Dekai Airport,-4.8557,139.482006,198,ID,ID-PP,DEX,,,,,,,,,,,,,,,,,
32704,Kaya Airport,13.077361,-1.100278,984,BF,BF-SMT,XKY,,,,,,,,,,,,,,,,,
32132,Ouahigouya Airport,13.655287,-2.322067,1089,BF,BF-YAT,OUG,,,,,,,,,,,,,,,,,
32696,Djibo Airport,14.125,-1.624722,1001,BF,BF-SOM,XDJ,,,,,,,,,,,,,,,,,
32705,Leo Airport,11.1,-2.1,1181,BF,BF-SIS,XLU,,,,,,,,,,,,,,,,,
32179,Po Airport,11.179139,-1.148472,1050,BF,BF-NAO,PUP,,,,,,,,,,,,,,,,,
32694,Boulsa Airport,12.65,-0.567,984,BF,BF-NAM,XBO,,,,,,,,,,,,,,,,,
32693,Bogande Airport,12.983,-0.167,984,BF,BF-GNA,XBG,,,,,,,,,,,,,,,,,
30919,Diapaga Airport,12.060324,1.784631,951,BF,BF-TAP,DIP,,,,,,,,,,,,,,,,,
30937,Dori Airport,14.021638,-0.068207,925,BF,BF-SEN,DOR,,,,,,,,,,,,,,,,,
31193,Fada N'gourma Airport,12.038931,0.362798,1011,BF,BF-GOU,FNG,,,,,,,,,,,,,,,,,
32699,Gorom-Gorom Airport,14.454174,-0.218644,935,BF,BF-OUD,XGG,,,,,,,,,,,,,,,,,
32702,Kantchari Airport,12.464046,1.492939,879,BF,BF-TAP,XKA,,,,,,,,,,,,,,,,,
32465,Tambao Airport,14.790874,0.039492,820,BF,BF-OUD,TMQ,,,,,,,,,,,,,,,,,
32711,Pama Airport,11.25,0.7,699,BF,BF-KMP,XPA,,,,,,,,,,,,,,,,,
30651,Arly Airport,11.597,1.483,761,BF,BF-TAP,ARL,,,,,,,,,,,,,,,,,
32712,Sebba Airport,13.45,0.517,886,BF,BF-SEN,XSE,,,,,,,,,,,,,,,,,
32432,Tenkodogo Airport,11.801149,-0.371377,1017,BF,BF-BLG,TEG,,,,,,,,,,,,,,,,,
32715,Zabré Airport,11.167,-0.617,886,BF,BF-BLG,XZA,,,,,,,,,,,,,,,,,
2088,Ouagadougou Thomas Sankara International Airport,12.3532,-1.51242,1037,BF,BF-KAD,OUA,,,,,,,,,,,,,,,,,
30782,Banfora Airport,10.688861,-4.727726,984,BF,BF-COM,BNR,,,,,,,,,,,,,,,,,
30912,Dedougou Airport,12.459,-3.49,984,BF,BF-MOU,DGU,,,,,,,,,,,,,,,,,
32698,Gaoua Airport,10.384059,-3.163454,1099,BF,BF-PON,XGA,,,,,,,,,,,,,,,,,
32710,Nouna Airport,12.75,-3.867000103,886,BF,BF-KOS,XNU,,,,,,,,,,,,,,,,,
2089,Bobo Dioulasso Airport,11.1601,-4.33097,1511,BF,BF-HOU,BOY,,,,,,,,,,,,,,,,,
32482,Tougan Airport,13.059091,-3.077291,984,BF,BF-SOR,TUQ,,,,,,,,,,,,,,,,,
32695,Diebougou Airport,10.95,-3.25,984,BF,BF-BGR,XDE,,,,,,,,,,,,,,,,,
32691,Aribinda Airport,14.21700001,-0.883000016,1122,BF,BF-SOM,XAR,,,,,,,,,,,,,,,,,
2090,Kotoka International Airport,5.6051898,-0.166786,205,GH,GH-AA,ACC,,,,,,,,,,,,,,,,,
2091,Yakubu Tali International Airport,9.553909,-0.86606,553,GH,GH-NP,TML,,,,,,,,,,,,,,,,,
2092,Wa Airport,10.0827,-2.50769,1060,GH,GH-UW,WZA,,,,,,,,,,,,,,,,,
317274,Dandugama Seaplane Base,7.1079,79.8721,0,LK,LK-1,DGM,,,,,,,,,,,,,,,,,
2093,Prempeh I International Airport,6.71456,-1.59082,942,GH,GH-AH,KMS,,,,,,,,,,,,,,,,,
2094,Sunyani Airport,7.36183,-2.32876,1014,GH,GH-BO,NYI,,,,,,,,,,,,,,,,,
2095,Takoradi Airport,4.89605999,-1.774760008,21,GH,GH-WP,TKD,,,,,,,,,,,,,,,,,
300321,Deer Harbor SPB,48.616667,-123.002778,0,US,US-WA,DHB,,,,,,,,,,,,,,,,,
330380,Dalnegorsk Airport,44.558748,135.490005,833,RU,RU-PRI,DHG,,,,,,,,,,,,,,,,,
340202,Ad-Dali Airport,13.73846,44.72719,,YE,YE-DA,DHL,,,,,,,,,,,,,,,,,
323785,Aboisso Airport,5.461944,-3.234722,95,CI,CI-CM,ABO,,,,,,,,,,,,,,,,,
2096,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,CI,CI-AB,ABJ,,,,,,,,,,,,,,,,,
32098,Abengourou Airport,6.71556,-3.47028,676,CI,CI-CM,OGO,,,,,,,,,,,,,,,,,
30805,Boundiali Airport,9.540571,-6.469831,1286,CI,CI-SV,BXI,,,,,,,,,,,,,,,,,
2097,Bouaké Airport,7.7388,-5.07367,1230,CI,CI-VB,BYK,,,,,,,,,,,,,,,,,
30790,Bouna Airport,9.255556,-3.033333,1148,CI,CI-ZZ,BQO,,,,,,,,,,,,,,,,,
30692,Soko Airport,8.01722,-2.76194,1247,CI,CI-ZZ,BDK,,,,,,,,,,,,,,,,,
30918,Dimbokro Airport,6.65167,-4.64056,344,CI,CI-LC,DIM,,,,,,,,,,,,,,,,,
2098,Daloa Airport,6.79281,-6.47319,823,CI,CI-SM,DJO,,,,,,,,,,,,,,,,,
31527,Gagnoa Airport,6.102855,-5.986809,732,CI,CI-SM,GGN,,,,,,,,,,,,,,,,,
31528,Guiglo Airport,6.534711,-7.526847,722,CI,CI-MG,GGO,,,,,,,,,,,,,,,,,
30917,Nero-Mer Airport,4.643413067,-6.923961639,20,CI,CI-BS,BBV,,,,,,,,,,,,,,,,,
2099,Korhogo Airport,9.38718,-5.55666,1214,CI,CI-SV,HGO,,,,,,,,,,,,,,,,,
2100,Man Airport,7.27207,-7.58736,1089,CI,CI-MG,MJC,,,,,,,,,,,,,,,,,
31742,Odienne Airport,9.539457,-7.56134,1365,CI,CI-DN,KEO,,,,,,,,,,,,,,,,,
32095,Ouango Fitini Airport,9.6,-4.05,974,CI,CI-ZZ,OFI,,,,,,,,,,,,,,,,,
32280,Séguéla Airport,7.96,-6.644167,1056,CI,CI-WR,SEO,,,,,,,,,,,,,,,,,
2101,San Pedro Airport,4.74672,-6.66082,26,CI,CI-BS,SPY,,,,,,,,,,,,,,,,,
32750,Sassandra Airport,4.928888,-6.133156,203,CI,CI-BS,ZSS,,,,,,,,,,,,,,,,,
28483,Tabou Airport,4.437809467,-7.362728119,39,CI,CI-BS,TXU,,,,,,,,,,,,,,,,,
316459,Mahana Airport,8.2934,-7.674,1583,CI,CI-WR,TOZ,,,,,,,,,,,,,,,,,
317279,Mawella Lagoon Seaplane Base,5.990192,80.733129,16,LK,LK-3,DIW,,,,,,,,,,,,,,,,,
2102,Yamoussoukro International Airport,6.90317,-5.36558,699,CI,CI-YM,ASK,,,,,,,,,,,,,,,,,
330383,Dalnerechensk Airport,45.879857,133.737629,272,RU,RU-PRI,DLR,,,,,,,,,,,,,,,,,
17152,Diomede Heliport,65.758367,-168.953676,20,US,US-AK,DIO,,,,,,,,,,,,,,,,,
4971,Umaru Musa Yar'adua Airport,13.0078,7.66045,1660,NG,NG-KT,DKA,,,,,,,,,,,,,,,,,
2104,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123,NG,NG-FC,ABV,,,,,,,,,,,,,,,,,
309668,Akwa Ibom International Airport,4.8725,8.093,170,NG,NG-AK,QUO,,,,,,,,,,,,,,,,,
2105,Akure Airport,7.246739864,5.301010132,1100,NG,NG-ON,AKR,,,,,,,,,,,,,,,,,
300781,Asaba International Airport,6.204167,6.665278,305,NG,NG-DE,ABB,,,,,,,,,,,,,,,,,
323056,Sir Abubakar Tafawa Balewa Bauchi State International Airport,10.482833,9.744,1965,NG,NG-BA,BCU,,,,,,,,,,,,,,,,,
2106,Benin Airport,6.316979885,5.599500179,258,NG,NG-ED,BNI,,,,,,,,,,,,,,,,,
2107,Margaret Ekpo International Airport,4.976019859,8.347200394,210,NG,NG-CR,CBQ,,,,,,,,,,,,,,,,,
2108,Akanu Ibiam International Airport,6.473718,7.560463,466,NG,NG-EN,ENU,,,,,,,,,,,,,,,,,
44578,Gombe Lawanti International Airport,10.298889,10.9,1590,NG,NG-GO,GMO,,,,,,,,,,,,,,,,,
2110,Ibadan Airport,7.362460136,3.978329897,725,NG,NG-OY,IBA,,,,,,,,,,,,,,,,,
2111,General Tunde Idiagbon International Airport,8.44021,4.49392,1126,NG,NG-KW,ILR,,,,,,,,,,,,,,,,,
2112,Sam Mbakwe International Cargo Airport,5.42706,7.20603,373,NG,NG-IM,QOW,,,,,,,,,,,,,,,,,
2113,Yakubu Gowon Airport,9.639829636,8.869050026,4232,NG,NG-PL,JOS,,,,,,,,,,,,,,,,,
2114,Kaduna International Airport,10.696,7.32011,2073,NG,NG-KD,KAD,,,,,,,,,,,,,,,,,
2115,Mallam Aminu Kano International Airport,12.045613,8.523566,1562,NG,NG-KN,KAN,,,,,,,,,,,,,,,,,
2116,Maiduguri International Airport,11.854163,13.080702,1099,NG,NG-BO,MIU,,,,,,,,,,,,,,,,,
